date,shift,machine_id,machine_name,machine_type,machine_age_years,operator_id,product_code,planned_production_time_min,downtime_minutes,downtime_reason,actual_run_time_min,ideal_cycle_time_min,actual_cycle_time_min,ideal_units_possible,units_produced,units_good,units_defective
5/4/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-014,Gear-C,480,58,Material Shortage,422,0.21,0.3664,1339,1151,1089,62
5/4/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-015,Bracket-A,480,273,Unplanned Breakdown,207,0.24,0.2961,862,699,632,67
5/6/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-014,Housing-B,480,0,None,480,0.52,0.7086,710,677,639,38
5/6/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-011,Gear-C,480,80,Material Shortage,400,0.58,0.9119,459,438,392,46
5/6/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-015,Connector-E,480,0,None,480,0.31,0.3025,1720,1586,1557,29
5/6/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-020,Connector-E,480,36,Material Shortage,444,0.35,0.3586,1409,1238,1110,128
5/6/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-017,Gear-C,480,50,Changeover,430,0.68,1.054,421,407,398,9
5/6/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-009,Gear-C,480,37,Changeover,443,0.72,1.11,410,399,374,25
5/6/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-012,Valve-D,480,0,None,480,0.21,0.2557,1904,1877,1824,53
5/6/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-001,Bracket-A,480,42,Changeover,438,0.24,0.2789,1825,1570,1435,135
5/6/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-011,Valve-D,480,0,None,480,0.52,0.6891,769,696,670,26
5/6/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-006,Gear-C,480,0,None,480,0.58,0.955,551,502,442,60
5/6/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-004,Bracket-A,480,35,Planned Maintenance,445,0.31,0.348,1435,1278,1250,28
5/6/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-003,Gear-C,480,0,None,480,0.35,0.5976,914,803,719,84
5/6/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-008,Connector-E,480,0,None,480,0.68,0.6812,784,704,693,11
5/6/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-005,Connector-E,480,0,None,480,0.72,0.7557,740,635,607,28
5/6/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-018,Valve-D,480,73,Planned Maintenance,407,0.21,0.2671,1615,1523,1463,60
5/6/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-004,Gear-C,480,0,None,480,0.24,0.4214,1333,1139,986,153
5/6/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-013,Housing-B,480,0,None,480,0.52,0.7972,710,602,569,33
5/6/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-002,Gear-C,480,0,None,480,0.58,1.0663,551,450,381,69
5/6/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-001,Bracket-A,480,0,None,480,0.31,0.3812,1548,1259,1227,32
5/6/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-014,Connector-E,480,0,None,480,0.35,0.4002,1523,1199,1100,99
5/6/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-003,Housing-B,480,42,Material Shortage,438,0.68,0.9934,495,440,430,10
5/6/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-014,Gear-C,480,268,Unplanned Breakdown,212,0.72,1.3186,196,160,146,14
5/6/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-014,Housing-B,480,53,Changeover,427,0.21,0.3318,1564,1286,1245,41
5/6/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-010,Gear-C,480,130,Unplanned Breakdown,350,0.24,0.4325,972,809,612,197
5/7/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-013,Valve-D,480,41,Changeover,439,0.52,0.6423,703,683,654,29
5/7/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-010,Connector-E,480,37,Material Shortage,443,0.58,0.5488,848,807,732,75
5/7/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-001,Housing-B,480,0,None,480,0.31,0.4012,1191,1196,1172,24
5/7/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-020,Connector-E,480,57,Material Shortage,423,0.35,0.3434,1342,1231,1136,95
5/7/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-007,Valve-D,480,36,Planned Maintenance,444,0.68,0.8792,544,505,496,9
5/7/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-011,Valve-D,480,45,Changeover,435,0.72,0.9772,503,445,410,35
5/7/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-011,Housing-B,480,53,Changeover,427,0.21,0.2791,1564,1529,1482,47
5/7/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-002,Gear-C,480,0,None,480,0.24,0.3927,1333,1222,940,282
5/7/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-004,Bracket-A,480,204,Unplanned Breakdown,276,0.52,0.6007,530,459,442,17
5/7/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-003,Housing-B,480,171,Unplanned Breakdown,309,0.58,0.8782,409,351,310,41
5/7/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-002,Gear-C,480,55,Changeover,425,0.31,0.5284,913,804,775,29
5/7/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-001,Housing-B,480,43,Changeover,437,0.35,0.5075,960,861,741,120
5/7/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-019,Valve-D,480,46,Changeover,434,0.68,0.87,531,498,492,6
5/7/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-005,Gear-C,480,121,Unplanned Breakdown,359,0.72,1.1897,332,301,276,25
5/7/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-017,Valve-D,480,0,None,480,0.21,0.2877,1904,1668,1596,72
5/7/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-006,Gear-C,480,306,Unplanned Breakdown,174,0.24,0.4344,483,400,339,61
5/7/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-002,Bracket-A,480,0,None,480,0.52,0.6322,923,759,732,27
5/7/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-007,Gear-C,480,0,None,480,0.58,1.0371,551,462,403,59
5/7/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-003,Gear-C,480,0,None,480,0.31,0.558,1032,860,830,30
5/7/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-005,Housing-B,480,0,None,480,0.35,0.5483,1054,875,762,113
5/7/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-001,Connector-E,480,0,None,480,0.68,0.7305,784,657,649,8
5/7/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-003,Valve-D,480,0,None,480,0.72,1.0803,555,444,410,34
5/7/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-011,Bracket-A,480,0,None,480,0.21,0.2489,2285,1928,1854,74
5/7/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-008,Bracket-A,480,91,Planned Maintenance,389,0.24,0.298,1620,1305,1160,145
5/8/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-018,Connector-E,480,0,None,480,0.52,0.5127,1025,936,892,44
5/8/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-002,Bracket-A,480,0,None,480,0.58,0.6036,827,795,718,77
5/8/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-019,Housing-B,480,0,None,480,0.31,0.4097,1191,1171,1138,33
5/8/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-005,Gear-C,480,107,Planned Maintenance,373,0.35,0.5634,710,662,576,86
5/8/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-002,Housing-B,480,0,None,480,0.68,0.9296,542,516,505,11
5/8/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-012,Gear-C,480,41,Changeover,439,0.72,1.1387,406,385,364,21
5/8/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-001,Connector-E,480,86,Planned Maintenance,394,0.21,0.2045,2084,1926,1857,69
5/8/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-013,Bracket-A,480,0,None,480,0.24,0.2807,2000,1710,1439,271
5/8/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-016,Bracket-A,480,0,None,480,0.52,0.5823,923,824,798,26
5/8/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-005,Valve-D,480,47,Changeover,433,0.58,0.7924,622,546,479,67
5/8/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-006,Valve-D,480,50,Material Shortage,430,0.31,0.4023,1155,1068,1044,24
5/8/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-006,Connector-E,480,0,None,480,0.35,0.3848,1523,1247,1137,110
5/8/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-004,Valve-D,480,0,None,480,0.68,0.9136,588,525,517,8
5/8/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-020,Gear-C,480,240,Unplanned Breakdown,240,0.72,1.2062,222,198,185,13
5/8/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-011,Bracket-A,480,0,None,480,0.21,0.2454,2285,1955,1880,75
5/8/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-012,Gear-C,480,0,None,480,0.24,0.4307,1333,1114,905,209
5/8/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-001,Connector-E,480,38,Changeover,442,0.52,0.5765,944,766,741,25
5/8/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-015,Bracket-A,480,0,None,480,0.58,0.7019,827,683,628,55
5/8/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-005,Gear-C,480,109,Planned Maintenance,371,0.31,0.5694,797,651,636,15
5/8/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-016,Connector-E,480,74,Material Shortage,406,0.35,0.3941,1288,1030,956,74
5/8/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-020,Connector-E,480,42,Material Shortage,438,0.68,0.7228,715,605,594,11
5/8/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-015,Valve-D,480,15,Material Shortage,465,0.72,1.0265,538,452,424,28
5/8/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-009,Valve-D,480,0,None,480,0.21,0.3017,1904,1590,1521,69
5/8/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-011,Gear-C,480,19,Material Shortage,461,0.24,0.4746,1280,971,804,167
5/9/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-002,Connector-E,480,232,Unplanned Breakdown,248,0.52,0.4872,529,509,486,23
5/9/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-003,Bracket-A,480,35,Changeover,445,0.58,0.624,767,713,642,71
5/9/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-007,Valve-D,480,0,None,480,0.31,0.4028,1290,1191,1157,34
5/9/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-020,Connector-E,480,72,Material Shortage,408,0.35,0.3438,1295,1186,1104,82
5/9/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-010,Connector-E,480,32,Changeover,448,0.68,0.6699,732,668,662,6
5/9/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-004,Valve-D,480,0,None,480,0.72,0.9478,555,506,478,28
5/9/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-006,Connector-E,480,0,None,480,0.21,0.1986,2539,2416,2348,68
5/9/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-018,Bracket-A,480,0,None,480,0.24,0.27,2000,1777,1498,279
5/9/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-001,Gear-C,480,0,None,480,0.52,0.8605,615,557,530,27
5/9/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-012,Housing-B,480,0,None,480,0.58,0.8291,636,578,518,60
5/9/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-014,Bracket-A,480,59,Planned Maintenance,421,0.31,0.3248,1358,1296,1274,22
5/9/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-013,Bracket-A,480,59,Changeover,421,0.35,0.3869,1202,1088,954,134
5/9/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-015,Connector-E,480,44,Material Shortage,436,0.68,0.6852,712,636,625,11
5/9/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-015,Bracket-A,480,0,None,480,0.72,0.783,666,613,590,23
5/9/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-018,Gear-C,480,0,None,480,0.21,0.359,1523,1337,1284,53
5/9/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-016,Housing-B,480,0,None,480,0.24,0.38,1538,1263,1056,207
5/9/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-011,Housing-B,480,42,Changeover,438,0.52,0.8184,647,535,505,30
5/9/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-001,Connector-E,480,0,None,480,0.58,0.6733,919,712,657,55
5/9/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-019,Connector-E,480,128,Unplanned Breakdown,352,0.31,0.3162,1261,1113,1094,19
5/9/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-017,Housing-B,480,47,Planned Maintenance,433,0.35,0.5907,951,733,650,83
5/9/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-004,Valve-D,480,116,Planned Maintenance,364,0.68,0.9947,446,365,360,5
5/9/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-003,Gear-C,480,228,Unplanned Breakdown,252,0.72,1.2913,233,195,180,15
5/9/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-007,Housing-B,480,0,None,480,0.21,0.3405,1758,1409,1335,74
5/9/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-001,Valve-D,480,0,None,480,0.24,0.3833,1666,1252,1088,164
5/10/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-006,Connector-E,480,47,Planned Maintenance,433,0.52,0.4897,925,884,849,35
5/10/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-011,Housing-B,480,0,None,480,0.58,0.7805,636,614,566,48
5/10/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-018,Housing-B,480,50,Material Shortage,430,0.31,0.4356,1066,987,952,35
5/10/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-010,Gear-C,480,0,None,480,0.35,0.5973,914,803,683,120
5/10/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-010,Housing-B,480,0,None,480,0.68,0.9345,542,513,503,10
5/10/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-001,Connector-E,480,0,None,480,0.72,0.6713,740,715,689,26
5/10/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-005,Connector-E,480,0,None,480,0.21,0.1906,2539,2518,2433,85
5/10/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-020,Connector-E,480,33,Changeover,447,0.24,0.229,2069,1951,1778,173
5/10/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-006,Bracket-A,480,0,None,480,0.52,0.5752,923,834,804,30
5/10/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-010,Bracket-A,480,0,None,480,0.58,0.6787,827,707,655,52
5/10/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-012,Valve-D,480,0,None,480,0.31,0.4105,1290,1169,1136,33
5/10/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-020,Bracket-A,480,56,Planned Maintenance,424,0.35,0.4033,1211,1051,970,81
5/10/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-003,Bracket-A,480,0,None,480,0.68,0.7451,705,644,636,8
5/10/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-011,Valve-D,480,36,Changeover,444,0.72,0.9962,513,445,420,25
5/10/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-003,Valve-D,480,230,Unplanned Breakdown,250,0.21,0.2943,992,849,825,24
5/10/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-019,Connector-E,480,46,Changeover,434,0.24,0.2552,2009,1700,1548,152
5/10/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-003,Gear-C,480,0,None,480,0.52,0.9419,615,509,481,28
5/10/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-010,Bracket-A,480,0,None,480,0.58,0.6905,827,695,653,42
5/10/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-020,Valve-D,480,0,None,480,0.31,0.4272,1290,1123,1095,28
5/10/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-002,Housing-B,480,0,None,480,0.35,0.584,1054,821,706,115
5/10/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-013,Bracket-A,480,45,Changeover,435,0.68,0.8014,639,542,533,9
5/10/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-012,Housing-B,480,0,None,480,0.72,1.1412,512,420,396,24
5/10/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-009,Gear-C,480,0,None,480,0.21,0.3787,1523,1267,1224,43
5/10/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-007,Gear-C,480,58,Planned Maintenance,422,0.24,0.4652,1172,907,696,211
5/11/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-007,Bracket-A,480,22,Material Shortage,458,0.52,0.5347,880,856,824,32
5/11/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-004,Connector-E,480,0,None,480,0.58,0.5861,919,818,754,64
5/11/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-004,Bracket-A,480,0,None,480,0.35,0.3775,1371,1271,1174,97
5/11/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-017,Housing-B,480,141,Unplanned Breakdown,339,0.68,0.8762,383,386,379,7
5/11/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-011,Gear-C,480,0,None,480,0.72,1.2154,444,394,362,32
5/11/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-009,Housing-B,480,0,None,480,0.21,0.2944,1758,1630,1543,87
5/11/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-005,Gear-C,480,50,Changeover,430,0.24,0.4189,1194,1026,813,213
5/11/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-014,Valve-D,480,0,None,480,0.52,0.7066,769,679,651,28
5/11/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-017,Housing-B,480,36,Changeover,444,0.58,0.8498,588,522,486,36
5/11/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-012,Valve-D,480,0,None,480,0.31,0.4099,1290,1171,1149,22
5/11/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-018,Gear-C,480,0,None,480,0.35,0.6266,914,766,643,123
5/11/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-016,Housing-B,480,0,None,480,0.68,0.9314,542,515,506,9
5/11/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-013,Valve-D,480,234,Unplanned Breakdown,246,0.21,0.2818,976,872,841,31
5/11/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-001,Bracket-A,480,58,Changeover,422,0.24,0.2726,1758,1548,1306,242
5/13/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-012,Bracket-A,480,46,Material Shortage,434,0.52,0.5525,834,785,750,35
5/13/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-020,Gear-C,480,31,Changeover,449,0.58,0.9509,516,472,416,56
5/13/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-014,Valve-D,480,0,None,480,0.31,0.3788,1290,1267,1240,27
5/13/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-018,Gear-C,480,0,None,480,0.35,0.6046,914,793,699,94
5/13/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-017,Gear-C,480,50,Changeover,430,0.68,1.1043,421,389,378,11
5/13/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-009,Connector-E,480,0,None,480,0.72,0.7257,740,661,622,39
5/13/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-015,Connector-E,480,0,None,480,0.21,0.1986,2539,2416,2347,69
5/13/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-004,Connector-E,480,0,None,480,0.24,0.2349,2222,2043,1756,287
5/13/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-006,Connector-E,480,0,None,480,0.52,0.5248,1025,914,888,26
5/13/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-009,Valve-D,480,0,None,480,0.58,0.7926,689,605,530,75
5/13/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-012,Housing-B,480,43,Planned Maintenance,437,0.31,0.467,1084,935,901,34
5/13/24,Afternoon (2PM-10PM),MC-104,Injection Molder 2,Injection Molder,15,OP-013,Connector-E,480,0,None,480,0.35,0.3686,1523,1302,1181,121
5/13/24,Afternoon (2PM-10PM),MC-105,Assembly Line A,Assembly,3,OP-002,Gear-C,480,0,None,480,0.68,1.0947,470,438,427,11
5/13/24,Afternoon (2PM-10PM),MC-106,Assembly Line B,Assembly,10,OP-013,Gear-C,480,50,Changeover,430,0.72,1.2233,398,351,329,22
5/13/24,Afternoon (2PM-10PM),MC-107,Stamping Press 1,Stamping Press,7,OP-006,Housing-B,480,29,Material Shortage,451,0.21,0.3085,1652,1461,1392,69
5/13/24,Afternoon (2PM-10PM),MC-108,Stamping Press 2,Stamping Press,18,OP-015,Connector-E,480,51,Changeover,429,0.24,0.2618,1986,1638,1443,195
5/13/24,Night (10PM-6AM),MC-101,CNC Lathe A,CNC Lathe,8,OP-011,Bracket-A,480,0,None,480,0.52,0.6224,923,771,733,38
5/13/24,Night (10PM-6AM),MC-102,CNC Lathe B,CNC Lathe,12,OP-016,Bracket-A,480,55,Changeover,425,0.58,0.7307,732,581,531,50
5/13/24,Night (10PM-6AM),MC-103,Injection Molder 1,Injection Molder,5,OP-014,Valve-D,480,74,Planned Maintenance,406,0.31,0.4671,1091,869,847,22
5/13/24,Night (10PM-6AM),MC-104,Injection Molder 2,Injection Molder,15,OP-012,Connector-E,480,0,None,480,0.35,0.4011,1523,1196,1086,110
5/13/24,Night (10PM-6AM),MC-105,Assembly Line A,Assembly,3,OP-019,Housing-B,480,86,Planned Maintenance,394,0.68,1.0438,445,377,368,9
5/13/24,Night (10PM-6AM),MC-106,Assembly Line B,Assembly,10,OP-017,Bracket-A,480,78,Material Shortage,402,0.72,0.8565,558,469,447,22
5/13/24,Night (10PM-6AM),MC-107,Stamping Press 1,Stamping Press,7,OP-005,Housing-B,480,226,Unplanned Breakdown,254,0.21,0.3282,930,773,734,39
5/13/24,Night (10PM-6AM),MC-108,Stamping Press 2,Stamping Press,18,OP-015,Valve-D,480,55,Changeover,425,0.24,0.371,1475,1145,944,201
5/14/24,Morning (6AM-2PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-003,Valve-D,480,198,Unplanned Breakdown,282,0.52,0.6691,451,421,402,19
5/14/24,Morning (6AM-2PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-001,Valve-D,480,42,Planned Maintenance,438,0.58,0.7848,629,558,506,52
5/14/24,Morning (6AM-2PM),MC-103,Injection Molder 1,Injection Molder,5,OP-006,Connector-E,480,0,None,480,0.31,0.3083,1720,1556,1536,20
5/14/24,Morning (6AM-2PM),MC-104,Injection Molder 2,Injection Molder,15,OP-006,Connector-E,480,0,None,480,0.35,0.3383,1523,1418,1259,159
5/14/24,Morning (6AM-2PM),MC-105,Assembly Line A,Assembly,3,OP-014,Connector-E,480,20,Material Shortage,460,0.68,0.6042,751,761,754,7
5/14/24,Morning (6AM-2PM),MC-106,Assembly Line B,Assembly,10,OP-015,Connector-E,480,285,Unplanned Breakdown,195,0.72,0.7326,300,266,255,11
5/14/24,Morning (6AM-2PM),MC-107,Stamping Press 1,Stamping Press,7,OP-020,Bracket-A,480,30,Changeover,450,0.21,0.2313,2142,1945,1890,55
5/14/24,Morning (6AM-2PM),MC-108,Stamping Press 2,Stamping Press,18,OP-016,Gear-C,480,72,Planned Maintenance,408,0.24,0.3966,1133,1028,779,249
5/14/24,Afternoon (2PM-10PM),MC-101,CNC Lathe A,CNC Lathe,8,OP-015,Bracket-A,480,0,None,480,0.52,0.6073,923,790,746,44
5/14/24,Afternoon (2PM-10PM),MC-102,CNC Lathe B,CNC Lathe,12,OP-001,Bracket-A,480,0,None,480,0.58,0.6816,827,704,645,59
5/14/24,Afternoon (2PM-10PM),MC-103,Injection Molder 1,Injection Molder,5,OP-003,Valve-D,480,26,Material Shortage,454,0.31,0.4187,1220,1084,1061,23
